salted,reading,word
_情_報_源,정보원,情報源
_情_報_的,정보적,情報的
_情_報_網,정보망,情報網
_情_報_誌,정보지,情報誌
_情_報_部,정보부,情報部
_情_報_量,정보량,情報量
_情_報_集,정보집,情報集
_情_念_的,정념적,情念的
_情_熱_的,정열적,情熱的
_情_緖_的,정서적,情緖的
_情_育_論,정육론,情育論
_惡_影_響,악영향,惡影響
_惡_循_環,악순환,惡循環
_惡_性_的,악성적,惡性的
_惡_意_的,악의적,惡意的
_惡_條_件,악조건,惡條件
_惡_毒_性,악독성,惡毒性
_惡_魔_的,악마적,惡魔的
_惰_性_化,타성화,惰性化
_惰_性_的,타성적,惰性的
_想_像_力,상상력,想像力
_想_像_的,상상적,想像的
_想_起_率,상기율,想起率
_惹_起_型,야기형,惹起型
_惹_起_者,야기자,惹起者
_意_匠_權,의장권,意匠權
_意_味_化,의미화,意味化
_意_圖_的,의도적,意圖的
_意_外_性,의외성,意外性
_意_志_的,의지적,意志的
_意_思_率,의사율,意思率
_意_欲_的,의욕적,意欲的
_意_見_書,의견서,意見書
_意_識_化,의식화,意識化
_意_識_的,의식적,意識的
_愛_唱_曲,애창곡,愛唱曲
_愛_國_心,애국심,愛國心
_愛_國_的,애국적,愛國的
_愛_國_者,애국자,愛國者
_愛_國_詩,애국시,愛國詩
_愛_好_國,애호국,愛好國
_愛_好_家,애호가,愛好家
_愛_好_層,애호층,愛好層
_愛_好_度,애호도,愛好度
_愛_妻_家,애처가,愛妻家
_愛_弟_子,애제자,愛弟子
_愛_慕_心,애모심,愛慕心
_愛_校_心,애교심,愛校心
_愛_煙_家,애연가,愛煙家
_愛_玩_犬,애완견,愛玩犬
_愛_着_心,애착심,愛着心
_愛_社_心,애사심,愛社心
_愛_聽_者,애청자,愛聽者
_愛_藏_品,애장품,愛藏品
_愛_讀_書,애독서,愛讀書
_愛_讀_者,애독자,愛讀者
_感_傷_的,감상적,感傷的
_感_光_板,감광판,感光板
_感_光_紙,감광지,感光紙
_感_動_的,감동적,感動的
_感_化_院,감화원,感化院
_感_受_力,감수력,感受力
_感_受_性,감수성,感受性
_感_性_化,감성화,感性化
_感_性_的,감성적,感性的
_感_情_性,감정성,感情性
_感_情_的,감정적,感情的
_感_想_文,감상문,感想文
_感_應_力,감응력,感應力
_感_染_者,감염자,感染者
_感_歎_詞,감탄사,感歎詞
_感_氣_藥,감기약,感氣藥
_感_激_的,감격적,感激的
_感_知_力,감지력,感知力
_感_知_器,감지기,感知器
_感_知_型,감지형,感知型
_感_覺_的,감각적,感覺的
_感_謝_節,감사절,感謝節
_愼_重_性,신중성,愼重性
_愼_重_論,신중론,愼重論
_慢_性_化,만성화,慢性化
_慢_性_的,만성적,慢性的
_慣_例_化,관례화,慣例化
_慣_用_化,관용화,慣用化
_慣_用_語,관용어,慣用語
_慣_習_化,관습화,慣習化
_慣_習_法,관습법,慣習法
_慣_習_的,관습적,慣習的
_慣_行_化,관행화,慣行化
_慨_歎_調,개탄조,慨歎調
_慰_勞_者,위로자,慰勞者
_慰_勞_金,위로금,慰勞金
_慰_安_婦,위안부,慰安婦
_慰_藉_料,위자료,慰藉料
_慰_靈_塔,위령탑,慰靈塔
_慰_靈_碑,위령비,慰靈碑
_慶_尙_系,경상계,慶尙系
_慶_尙_道,경상도,慶尙道
_慶_弔_事,경조사,慶弔事
_憂_鬱_感,우울감,憂鬱感
_憂_鬱_症,우울증,憂鬱症
_憎_惡_感,증오감,憎惡感
_憤_怒_感,분노감,憤怒感
_憧_憬_心,동경심,憧憬心
_憲_兵_監,헌병감,憲兵監
_憲_兵_隊,헌병대,憲兵隊
_憲_政_史,헌정사,憲政史
_憲_法_案,헌법안,憲法案
_憾_情_的,감정적,憾情的
_懇_親_會,간친회,懇親會
_懇_談_會,간담회,懇談會
_應_募_者,응모자,應募者
_應_急_室,응급실,應急室
_應_戰_力,응전력,應戰力
_應_接_室,응접실,應接室
_應_援_團,응원단,應援團
_應_援_席,응원석,應援席
_應_援_戰,응원전,應援戰
_應_援_歌,응원가,應援歌
_應_援_費,응원비,應援費
_應_援_賞,응원상,應援賞
_應_札_者,응찰자,應札者
_應_札_額,응찰액,應札額
_應_用_力,응용력,應用力
_應_用_法,응용법,應用法
_應_答_器,응답기,應答器
_應_答_式,응답식,應答式
_應_答_率,응답률,應答率
_應_答_者,응답자,應答者
_應_試_校,응시교,應試校
_應_試_生,응시생,應試生
_應_試_者,응시자,應試者
_懲_役_刑,징역형,懲役刑
_懲_戒_者,징계자,懲戒者
_懶_怠_心,나태심,懶怠心
_懷_疑_感,회의감,懷疑感
_懷_疑_的,회의적,懷疑的
_懷_舊_性,회구성,懷舊性
_懸_垂_幕,현수막,懸垂幕
_懸_板_式,현판식,懸板式
_懸_賞_金,현상금,懸賞金
_戀_愛_詩,연애시,戀愛詩
_成_人_化,성인화,成人化
_成_人_式,성인식,成人式
_成_人_期,성인기,成人期
_成_人_病,성인병,成人病
_成_功_作,성공작,成功作
_成_功_學,성공학,成功學
_成_功_法,성공법,成功法
_成_功_率,성공률,成功率
_成_功_的,성공적,成功的
_成_功_裏,성공리,成功裏
_成_功_談,성공담,成功談
_成_婚_式,성혼식,成婚式
_成_就_感,성취감,成就感
_成_就_慾,성취욕,成就慾
_成_層_化,성층화,成層化
_成_層_圈,성층권,成層圈
_成_形_術,성형술,成形術
_成_形_醫,성형의,成形醫
_成_文_法,성문법,成文法
_成_果_物,성과물,成果物
_成_熟_度,성숙도,成熟度
_成_熟_期,성숙기,成熟期
_成_熟_美,성숙미,成熟美
_成_立_期,성립기,成立期
_成_立_說,성립설,成立說
_成_績_表,성적표,成績表
_成_績_順,성적순,成績順
_成_長_力,성장력,成長力
_成_長_勢,성장세,成長勢
_成_長_地,성장지,成長地
_成_長_期,성장기,成長期
_成_長_株,성장주,成長株
_成_長_率,성장률,成長率
_戒_告_狀,계고장,戒告狀
_戒_嚴_令,계엄령,戒嚴令
_戒_嚴_軍,계엄군,戒嚴軍
_戰_傷_者,전상자,戰傷者
_戰_利_品,전리품,戰利品
_戰_勝_國,전승국,戰勝國
_戰_爆_機,전폭기,戰爆機
_戰_爭_舞,전쟁무,戰爭舞
_戰_犯_者,전범자,戰犯者
_戰_獲_物,전획물,戰獲物
_戰_略_期,전략기,戰略期
_戰_略_的,전략적,戰略的
_戰_術_的,전술적,戰術的
_戰_鬪_力,전투력,戰鬪力
_戰_鬪_性,전투성,戰鬪性
_戰_鬪_服,전투복,戰鬪服
_戰_鬪_機,전투기,戰鬪機
_戰_鬪_的,전투적,戰鬪的
_戱_化_的,희화적,戱化的
_戱_曲_史,희곡사,戱曲史
_戱_曲_界,희곡계,戱曲界
_戱_曲_論,희곡론,戱曲論
_戱_畵_化,희화화,戱畵化
_房_劇_場,방극장,房劇場
_所_在_地,소재지,所在地
_所_屬_員,소속원,所屬員
_所_屬_感,소속감,所屬感
_所_得_的,소득적,所得的
_所_得_稅,소득세,所得稅
_所_得_者,소득자,所得者
_所_持_人,소지인,所持人
_所_持_品,소지품,所持品
_所_持_罪,소지죄,所持罪
_所_持_者,소지자,所持者
_所_有_主,소유주,所有主
_所_有_制,소유제,所有制
_所_有_化,소유화,所有化
_所_有_地,소유지,所有地
_所_有_層,소유층,所有層
_所_有_慾,소유욕,所有慾
_所_有_權,소유권,所有權
_所_有_的,소유적,所有的
_所_有_者,소유자,所有者
_所_有_論,소유론,所有論
_所_産_物,소산물,所産物
_所_耕_田,소경전,所耕田
_所_藏_品,소장품,所藏品
_所_見_書,소견서,所見書
_扁_桃_腺,편도선,扁桃腺
_扇_風_機,선풍기,扇風機
_手_作_業,수작업,手作業
_手_動_式,수동식,手動式
_手_工_品,수공품,手工品
_手_工_業,수공업,手工業
_手_指_鍼,수지침,手指鍼
_手_握_汗,수악한,手握汗
_手_數_料,수수료,手數料
_手_榴_彈,수류탄,手榴彈
_手_段_化,수단화,手段化
_手_藝_品,수예품,手藝品
_手_術_室,수술실,手術室
_手_術_料,수술료,手術料
_手_術_法,수술법,手術法
_手_術_率,수술률,手術率
_手_術_臺,수술대,手術臺
_手_術_費,수술비,手術費
_手_術_陣,수술진,手術陣
_手_記_集,수기집,手記集
_手_配_者,수배자,手配者
_手_顫_症,수전증,手顫症
_打_字_手,타자수,打字手
_打_字_機,타자기,打字機
_打_字_法,타자법,打字法
_打_字_界,타자계,打字界
_打_字_鍵,타자건,打字鍵
_打_撲_傷,타박상,打撲傷
_打_擊_隊,타격대,打擊隊
_打_樂_器,타악기,打樂器
_打_算_式,타산식,打算式
_打_算_性,타산성,打算性
_打_算_的,타산적,打算的
_打_鐘_手,타종수,打鐘手
_打_開_策,타개책,打開策
_托_鉢_式,탁발식,托鉢式
_扮_裝_室,분장실,扮裝室
_扮_裝_師,분장사,扮裝師
_扶_養_者,부양자,扶養者
_扶_養_費,부양비,扶養費
_批_准_書,비준서,批准書
_批_判_力,비판력,批判力
_批_判_的,비판적,批判的
_批_判_者,비판자,批判者
_批_判_論,비판론,批判論
_批_評_型,비평형,批評型
_批_評_家,비평가,批評家
_批_評_文,비평문,批評文
_批_評_書,비평서,批評書
_批_評_界,비평계,批評界
_批_評_的,비평적,批評的
_批_評_者,비평자,批評者
_承_繼_權,승계권,承繼權
_承_繼_說,승계설,承繼說
_承_認_書,승인서,承認書
_技_工_物,기공물,技工物
_技_巧_派,기교파,技巧派
_技_巧_的,기교적,技巧的
_技_法_的,기법적,技法的
_技_能_士,기능사,技能士
_技_能_工,기능공,技能工
_技_能_職,기능직,技能職
_技_術_力,기술력,技術力
_技_術_工,기술공,技術工
_技_術_書,기술서,技術書
_技_術_界,기술계,技術界
_技_術_的,기술적,技術的
_技_術_科,기술과,技術科
_技_術_者,기술자,技術者
_技_術_職,기술직,技術職
_技_術_陣,기술진,技術陣
_抑_制_策,억제책,抑制策
_抑_壓_當,억압당,抑壓當
_抑_壓_的,억압적,抑壓的
_抑_壓_者,억압자,抑壓者
_抑_止_力,억지력,抑止力
_抒_情_化,서정화,抒情化
_抒_情_味,서정미,抒情味
_抒_情_性,서정성,抒情性
_抒_情_的,서정적,抒情的
_抒_情_詩,서정시,抒情詩
_投_信_社,투신사,投信社
_投_信_者,투신자,投信者
_投_入_口,투입구,投入口
_投_宿_客,투숙객,投宿客
_投_射_性,투사성,投射性
_投_射_機,투사기,投射機
_投_射_物,투사물,投射物
_投_擲_組,투척조,投擲組
_投_機_心,투기심,投機心
_投_機_性,투기성,投機性
_投_機_的,투기적,投機的
_投_石_戰,투석전,投石戰
_投_票_函,투표함,投票函
_投_票_制,투표제,投票制
_投_票_區,투표구,投票區
_投_票_場,투표장,投票場
_投_票_所,투표소,投票所
_投_票_日,투표일,投票日
_投_票_權,투표권,投票權
_投_票_率,투표율,投票率
_投_票_紙,투표지,投票紙
_投_票_者,투표자,投票者
_投_稿_欄,투고란,投稿欄
_投_網_式,투망식,投網式
_投_融_資,투융자,投融資
_投_資_家,투자가,投資家
_投_資_者,투자자,投資者
_投_資_費,투자비,投資費
_投_資_額,투자액,投資額
_投_降_的,투항적,投降的
_抗_告_人,항고인,抗告人
_抗_命_性,항명성,抗命性
_抗_生_劑,항생제,抗生劑
_抗_癌_劑,항암제,抗癌劑
_抗_訴_審,항소심,抗訴審
_抗_議_團,항의단,抗議團
_抗_議_性,항의성,抗議性
_抗_議_文,항의문,抗議文
_抗_議_書,항의서,抗議書
_折_衝_的,절충적,折衝的
_折_衷_案,절충안,折衷案
_抛_物_線,포물선,抛物線
_披_針_形,피침형,披針形
_披_露_宴,피로연,披露宴
_抵_抗_力,저항력,抵抗力
_抵_抗_器,저항기,抵抗器
_抵_抗_權,저항권,抵抗權
_抵_抗_的,저항적,抵抗的
_抵_抗_線,저항선,抵抗線
_抽_出_液,추출액,抽出液
_抽_出_物,추출물,抽出物
_抽_象_化,추상화,抽象化
_抽_象_性,추상성,抽象性
_抽_象_派,추상파,抽象派
_抽_象_畵,추상화,抽象畵
_抽_象_的,추상적,抽象的
_抽_象_語,추상어,抽象語
_拂_入_額,불입액,拂入額
_拉_北_當,납북당,拉北當
_拉_致_犯,납치범,拉致犯
_拉_致_當,납치당,拉致當
_拒_否_感,거부감,拒否感
_拒_否_權,거부권,拒否權
_拒_絶_當,거절당,拒絶當
_拒_食_症,거식증,拒食症
_拘_束_力,구속력,拘束力
_拘_束_性,구속성,拘束性
_拘_束_者,구속자,拘束者
_拘_留_刑,구류형,拘留刑
_拘_禁_當,구금당,拘禁當
_拘_禁_罪,구금죄,拘禁罪
_拘_禁_者,구금자,拘禁者
_拘_置_所,구치소,拘置所
_招_人_鐘,초인종,招人鐘
_招_待_券,초대권,招待券
_招_待_席,초대석,招待席
_招_待_狀,초대장,招待狀
_招_請_客,초청객,招請客
_招_請_展,초청전,招請展
_招_請_狀,초청장,招請狀
_括_約_筋,괄약근,括約筋
_拳_銃_式,권총식,拳銃式
_拷_問_者,고문자,拷問者
_持_久_力,지구력,持久力
_持_參_金,지참금,持參金
_持_續_性,지속성,持續性
_持_續_的,지속적,持續的
_指_令_室,지령실,指令室
_指_令_文,지령문,指令文
_指_名_權,지명권,指名權
_指_名_者,지명자,指名者
_指_向_的,지향적,指向的
_指_向_點,지향점,指向點
_指_定_席,지정석,指定席
_指_導_力,지도력,指導力
_指_導_室,지도실,指導室
_指_導_局,지도국,指導局
_指_導_層,지도층,指導層
_指_導_所,지도소,指導所
_指_導_的,지도적,指導的
_指_導_科,지도과,指導科
_指_導_級,지도급,指導級
_指_導_者,지도자,指導者
_指_導_部,지도부,指導部
_指_揮_官,지휘관,指揮官
_指_揮_所,지휘소,指揮所
_指_揮_棒,지휘봉,指揮棒
_指_揮_權,지휘권,指揮權
_指_揮_者,지휘자,指揮者
_指_揮_部,지휘부,指揮部
_指_標_的,지표적,指標的
_指_示_板,지시판,指示板
_指_針_書,지침서,指針書
_按_摩_師,안마사,按摩師
_按_摩_法,안마법,按摩法
_按_舞_家,안무가,按舞家
_按_舞_賞,안무상,按舞賞
_挑_戰_作,도전작,挑戰作
_挑_戰_力,도전력,挑戰力
_挑_戰_性,도전성,挑戰性
_挑_戰_感,도전감,挑戰感
_挑_戰_狀,도전장,挑戰狀
_挑_戰_的,도전적,挑戰的
_挑_戰_者,도전자,挑戰者
_挑_發_的,도발적,挑發的
_挫_折_感,좌절감,挫折感
_振_動_子,진동자,振動子
_振_動_數,진동수,振動數
_振_興_局,진흥국,振興局
_振_興_策,진흥책,振興策
_挺_身_隊,정신대,挺身隊
_捕_捉_率,포착률,捕捉率
_捕_縛_當,포박당,捕縛當
_掃_蕩_令,소탕령,掃蕩令
_授_乳_兒,수유아,授乳兒
_授_任_料,수임료,授任料
_授_時_曆,수시력,授時曆
_授_業_料,수업료,授業料
_授_與_者,수여자,授與者
_掌_握_力,장악력,掌握力
_排_中_律,배중률,排中律
_排_他_性,배타성,排他性
_排_他_的,배타적,排他的
_排_佛_論,배불론,排佛論
_排_出_口,배출구,排出口
_排_出_路,배출로,排出路
_排_出_量,배출량,排出量
_排_卵_日,배란일,排卵日
_排_卵_期,배란기,排卵期
_排_尿_量,배뇨량,排尿量
_排_斥_當,배척당,排斥當
_排_氣_量,배기량,排氣量
_排_水_口,배수구,排水口
_排_泄_物,배설물,排泄物
_排_除_法,배제법,排除法
_掘_削_機,굴삭기,掘削機
_掘_鑿_機,굴착기,掘鑿機
_掛_布_型,괘포형,掛布型
_掠_奪_當,약탈당,掠奪當
_掠_奪_的,약탈적,掠奪的
_採_取_群,채취군,採取群
_採_取_者,채취자,採取者
_採_取_船,채취선,採取船
_採_擇_料,채택료,採擇料
_採_石_場,채석장,採石場
_採_算_制,채산제,採算制
_探_査_船,탐사선,探査船
_探_知_機,탐지기,探知機
_探_究_心,탐구심,探究心
_探_索_機,탐색기,探索機
_探_訪_者,탐방자,探訪者
_探_險_家,탐험가,探險家
_探_險_館,탐험관,探險館
_接_受_國,접수국,接受國
_接_合_點,접합점,接合點
_接_客_業,접객업,接客業
_接_尾_辭,접미사,接尾辭
_接_待_員,접대원,接待員
_接_待_婦,접대부,接待婦
_接_收_日,접수일,接收日
_接_着_劑,접착제,接着劑
_接_着_式,접착식,接着式
_接_種_歷,접종력,接種歷
_接_續_率,접속률,接續率
_接_見_制,접견제,接見制
_接_見_室,접견실,接見室
_接_見_權,접견권,接見權
_接_觸_劑,접촉제,接觸劑
_接_觸_性,접촉성,接觸性
_接_觸_率,접촉률,接觸率
_接_觸_面,접촉면,接觸面
_接_觸_點,접촉점,接觸點
_接_近_權,접근권,接近權
_接_近_法,접근법,接近法
_接_近_路,접근로,接近路
_接_頭_語,접두어,接頭語
_接_骨_師,접골사,接骨師
_控_除_當,공제당,控除當
_推_定_値,추정치,推定値
_推_定_額,추정액,推定額
_推_測_性,추측성,推測性
_推_理_力,추리력,推理力
_推_窓_門,퇴창문,推窓門
_推_薦_書,추천서,推薦書
_推_薦_辭,추천사,推薦辭
_推_進_劑,추진제,推進劑
_推_進_力,추진력,推進力
_推_進_班,추진반,推進班
_措_處_案,조처안,措處案
_提_供_者,제공자,提供者
_提_出_者,제출자,提出者
_提_報_綴,제보철,提報綴
_提_報_者,제보자,提報者
_提_案_書,제안서,提案書
_提_案_權,제안권,提案權
_提_案_者,제안자,提案者
_提_議_書,제의서,提議書
_揚_貨_機,양화기,揚貨機
_揚_錨_機,양묘기,揚錨機
_換_乘_驛,환승역,換乘驛
_換_喩_法,환유법,換喩法
_換_差_益,환차익,換差益
_換_氣_筒,환기통,換氣筒
_換_率_制,환율제,換率制
_換_節_期,환절기,換節期
_揭_揚_臺,게양대,揭揚臺
_揭_示_板,게시판,揭示板
_揮_發_油,휘발유,揮發油
_揷_入_術,삽입술,揷入術
_損_保_社,손보사,損保社
_損_失_量,손실량,損失量
_損_失_額,손실액,損失額
_損_害_額,손해액,損害額
_損_財_數,손재수,損財數
_損_賠_訴,손배소,損賠訴
_搜_所_聞,수소문,搜所聞
_搜_査_力,수사력,搜査力
_搜_査_官,수사관,搜査官
_搜_査_局,수사국,搜査局
_搜_査_權,수사권,搜査權
_搜_査_班,수사반,搜査班
_搜_査_說,수사설,搜査說
_搜_査_課,수사과,搜査課
_搜_査_部,수사부,搜査部
_搜_査_隊,수사대,搜査隊
_搜_索_隊,수색대,搜索隊
_搬_出_入,반출입,搬出入
_搬_出_證,반출증,搬出證
_搭_乘_者,탑승자,搭乘者
_携_帶_品,휴대품,携帶品
_携_帶_用,휴대용,携帶用
_搾_取_當,착취당,搾取當
_搾_取_者,착취자,搾取者
_摩_天_樓,마천루,摩天樓
_摩_擦_力,마찰력,摩擦力
_摩_擦_的,마찰적,摩擦的
_摸_索_期,모색기,摸索期
_撞_球_場,당구장,撞球場
_撤_去_式,철거식,撤去式
_撤_去_當,철거당,撤去當
_播_種_期,파종기,播種期
_撮_影_分,촬영분,撮影分
_撮_影_地,촬영지,撮影地
_撮_影_場,촬영장,撮影場
_撮_影_機,촬영기,撮影機
_撮_影_班,촬영반,撮影班
_撮_影_術,촬영술,撮影術
_擁_護_的,옹호적,擁護的
_擁_護_者,옹호자,擁護者
_擁_護_論,옹호론,擁護論
_擊_壤_歌,격양가,擊壤歌
_操_心_性,조심성,操心性
_操_縱_型,조종형,操縱型
_操_縱_士,조종사,操縱士
_操_縱_杆,조종간,操縱杆
_操_縱_者,조종자,操縱者
_操_縱_臺,조종대,操縱臺
_操_縱_術,조종술,操縱術
_操_舵_手,조타수,操舵手
_擔_保_物,담보물,擔保物
_擔_持_者,담지자,擔持者
_擔_持_體,담지체,擔持體
_擔_當_官,담당관,擔當官
_擔_當_層,담당층,擔當層
_擔_當_者,담당자,擔當者
_擔_稅_層,담세층,擔稅層
_擧_國_的,거국적,擧國的
_擬_人_化,의인화,擬人化
_擬_制_的,의제적,擬制的
_擴_充_案,확충안,擴充案
_擴_充_費,확충비,擴充費
_擴_大_案,확대안,擴大案
_擴_張_名,확장명,擴張名
_擴_張_性,확장성,擴張性
_擴_張_法,확장법,擴張法
_擴_散_性,확산성,擴散性
_擴_散_的,확산적,擴散的
_擴_聲_器,확성기,擴聲器
_攝_取_量,섭취량,攝取量
_支_分_率,지분율,支分率
_支_局_長,지국장,支局長
_支_店_網,지점망,支店網
_支_店_長,지점장,支店長
_支_拂_日,지불일,支拂日
_支_持_度,지지도,支持度
_支_持_率,지지율,支持率
_支_持_票,지지표,支持票
_支_持_者,지지자,支持者
_支_持_臺,지지대,支持臺
_支_援_作,지원작,支援作
_支_援_制,지원제,支援制
_支_援_國,지원국,支援國
_支_援_團,지원단,支援團
_支_援_型,지원형,支援型
_支_援_法,지원법,支援法
_支_援_率,지원율,支援率
_支_援_生,지원생,支援生
_支_援_的,지원적,支援的
_支_援_砲,지원포,支援砲
_支_援_策,지원책,支援策
_支_援_者,지원자,支援者
_支_援_軍,지원군,支援軍
_支_援_金,지원금,支援金
_支_援_額,지원액,支援額
_支_會_長,지회장,支會長
_支_準_率,지준율,支準率
_支_準_金,지준금,支準金
_支_石_墓,지석묘,支石墓
_支_社_長,지사장,支社長
_支_給_人,지급인,支給人
_支_給_日,지급일,支給日
_支_給_機,지급기,支給機
_支_給_率,지급률,支給率
_支_給_說,지급설,支給說
_支_部_長,지부장,支部長
_支_配_人,지배인,支配人
_支_配_力,지배력,支配力
_支_配_層,지배층,支配層
_支_配_權,지배권,支配權
_支_配_的,지배적,支配的
_支_配_者,지배자,支配者
_支_配_論,지배론,支配論
_收_入_源,수입원,收入源
_收_入_者,수입자,收入者
_收_入_額,수입액,收入額
_收_去_函,수거함,收去函
_收_去_場,수거장,收去場
_收_去_費,수거비,收去費
_收_去_量,수거량,收去量
_收_奪_當,수탈당,收奪當
_收_奪_的,수탈적,收奪的
_收_奪_者,수탈자,收奪者
_收_奪_論,수탈론,收奪論
_收_容_所,수용소,收容所
_收_容_當,수용당,收容當
_收_容_者,수용자,收容者
_收_拾_策,수습책,收拾策
_收_用_度,수용도,收用度
_收_益_性,수익성,收益性
_收_益_率,수익률,收益率
_收_益_金,수익금,收益金
_收_益_額,수익액,收益額
_收_監_者,수감자,收監者
_收_租_地,수조지,收租地
_收_租_權,수조권,收租權
_收_租_論,수조론,收租論
_收_穫_分,수확분,收穫分
_收_穫_期,수확기,收穫期
_收_穫_物,수확물,收穫物
_收_穫_祭,수확제,收穫祭
_收_穫_量,수확량,收穫量
_收_穫_高,수확고,收穫高
_收_納_欌,수납장,收納欌
_收_縮_感,수축감,收縮感
_收_買_價,수매가,收買價
_收_買_量,수매량,收買量
_收_集_人,수집인,收集人
_收_集_所,수집소,收集所
_收_集_量,수집량,收集量
_攸_好_德,유호덕,攸好德
_改_作_權,개작권,改作權
_改_善_案,개선안,改善案
_改_善_策,개선책,改善策
_改_定_權,개정권,改定權
_改_憲_案,개헌안,改憲案
_改_憲_線,개헌선,改憲線
_改_新_敎,개신교,改新敎
_改_札_口,개찰구,改札口
_改_正_案,개정안,改正案
_改_編_案,개편안,改編案
_改_良_化,개량화,改良化
_改_良_型,개량형,改良型
_改_良_的,개량적,改良的
_改_良_種,개량종,改良種
_改_訂_版,개정판,改訂版
_改_閣_說,개각설,改閣說
_改_革_家,개혁가,改革家
_改_革_案,개혁안,改革案
_改_革_派,개혁파,改革派
_改_革_的,개혁적,改革的
_改_革_者,개혁자,改革者
_改_革_論,개혁론,改革論
_改_革_風,개혁풍,改革風
_攻_勢_化,공세화,攻勢化
_攻_勢_型,공세형,攻勢型
_攻_勢_式,공세식,攻勢式
_攻_擊_力,공격력,攻擊力
_攻_擊_型,공격형,攻擊型
_攻_擊_性,공격성,攻擊性
_攻_擊_手,공격수,攻擊手
_攻_擊_的,공격적,攻擊的
_攻_擊_者,공격자,攻擊者
_攻_防_戰,공방전,攻防戰
_放_伐_的,방벌적,放伐的
_放_出_量,방출량,放出量
_放_學_式,방학식,放學式
_放_射_器,방사기,放射器
_放_射_形,방사형,放射形
_放_射_性,방사성,放射性
_放_射_線,방사선,放射線
_放_射_能,방사능,放射能
_放_映_分,방영분,放映分
_放_浪_人,방랑인,放浪人
_放_浪_癖,방랑벽,放浪癖
_放_浪_者,방랑자,放浪者
_放_火_犯,방화범,放火犯
_放_蕩_兒,방탕아,放蕩兒
_放_蕩_者,방탕자,放蕩者
_放_送_人,방송인,放送人
_放_送_劇,방송극,放送劇
_放_送_名,방송명,放送名
_放_送_局,방송국,放送局
_放_送_權,방송권,放送權
_放_送_界,방송계,放送界
_放_送_社,방송사,放送社
_放_送_網,방송망,放送網
_放_送_街,방송가,放送街
_放_送_觀,방송관,放送觀
_放_送_量,방송량,放送量
_政_務_職,정무직,政務職
_政_商_輩,정상배,政商輩
_政_外_科,정외과,政外科
_政_府_案,정부안,政府案
_政_府_米,정부미,政府米
_政_府_軍,정부군,政府軍
_政_府_館,정부관,政府館
_政_府_黨,정부당,政府黨
_政_權_期,정권기,政權期
_政_權_的,정권적,政權的
_政_權_說,정권설,政權說
_政_權_論,정권론,政權論
_政_治_人,정치인,政治人
_政_治_劇,정치극,政治劇
_政_治_力,정치력,政治力
_政_治_化,정치화,政治化
_政_治_史,정치사,政治史
_政_治_學,정치학,政治學
_政_治_家,정치가,政治家
_政_治_局,정치국,政治局
_政_治_性,정치성,政治性
_政_治_權,정치권,政治權
_政_治_犯,정치범,政治犯
_政_治_界,정치계,政治界
_政_治_的,정치적,政治的
_政_治_觀,정치관,政治觀
_政_治_部,정치부,政治部
_政_治_體,정치체,政治體
_政_爭_化,정쟁화,政爭化
_政_略_的,정략적,政略的
_政_策_化,정책화,政策化
_政_策_室,정책실,政策室
_政_策_局,정책국,政策局
_政_策_的,정책적,政策的
_政_黨_人,정당인,政黨人
_政_黨_的,정당적,政黨的
_故_意_的,고의적,故意的
_效_果_的,효과적,效果的
_效_果_音,효과음,效果音
_效_率_化,효율화,效率化
_效_率_性,효율성,效率性
_效_率_的,효율적,效率的
_效_用_性,효용성,效用性
_敍_事_劇,서사극,敍事劇
_敍_事_性,서사성,敍事性
_敍_事_的,서사적,敍事的
_敍_事_詩,서사시,敍事詩
_敍_述_書,서술서,敍述書
_敍_述_者,서술자,敍述者
_敎_具_費,교구비,敎具費
_敎_務_室,교무실,敎務室
_敎_務_處,교무처,敎務處
_敎_務_課,교무과,敎務課
_敎_化_力,교화력,敎化力
_敎_區_長,교구장,敎區長
_敎_師_制,교사제,敎師制
_敎_師_會,교사회,敎師會
_敎_授_室,교수실,敎授室
_敎_授_法,교수법,敎授法
_敎_授_職,교수직,敎授職
_敎_授_陣,교수진,敎授陣
_敎_會_史,교회사,敎會史
_敎_會_堂,교회당,敎會堂
_敎_材_園,교재원,敎材園
_敎_條_的,교조적,敎條的
_敎_理_的,교리적,敎理的
_敎_科_書,교과서,敎科書
_敎_科_目,교과목,敎科目
_敎_職_員,교직원,敎職員
_敎_育_令,교육령,敎育令
_敎_育_場,교육장,敎育場
_敎_育_學,교육학,敎育學
_敎_育_室,교육실,敎育室
_敎_育_廳,교육청,敎育廳
_敎_育_性,교육성,敎育性
_敎_育_書,교육서,敎育書
_敎_育_權,교육권,敎育權
_敎_育_熱,교육열,敎育熱
_敎_育_界,교육계,敎育界
_敎_育_的,교육적,敎育的
_敎_育_監,교육감,敎育監
_敎_育_科,교육과,敎育科
_敎_育_稅,교육세,敎育稅
_敎_育_者,교육자,敎育者
_敎_育_觀,교육관,敎育觀
_敎_育_誌,교육지,敎育誌
_敎_育_費,교육비,敎育費
_敎_育_長,교육장,敎育長
_敎_育_院,교육원,敎育院
_敎_訓_的,교훈적,敎訓的
_敎_述_詩,교술시,敎述詩
_敎_鍊_化,교련화,敎鍊化
_敎_長_團,교장단,敎長團
_敎_長_職,교장직,敎長職
_敎_長_論,교장론,敎長論
_敎_養_人,교양인,敎養人
_敎_養_書,교양서,敎養書
